T_wall_C,p_T2_Pa,mdot_he_kg_s,J_T2_mol_m2_s,J_sieverts_mol_m2_s,p_surf_over_p_bulk,K_eff_mol_m2_s_Pa,Re_tube,Lambda
5.200000000000000000e+02,3.000000000000000000e+01,5.000000000000000000e-01,1.593486580434834983e-08,1.593509315617913430e-08,9.999714654684851434e-01,1.861471575937171611e-05,1.409841296006115044e+03,4.432123070667990012e-06
5.200000000000000000e+02,3.000000000000000000e+01,1.000000000000000000e+00,1.593489908869710899e-08,1.593509315617913430e-08,9.999756429035729921e-01,2.180733260008329815e-05,2.819682592012230089e+03,4.432123070667990012e-06
5.200000000000000000e+02,3.000000000000000000e+01,2.000000000000000000e+00,1.593502299092019472e-08,1.593509315617913430e-08,9.999911936373667709e-01,6.031632527006975238e-05,5.639365184024460177e+03,4.432123070667990012e-06
5.200000000000000000e+02,1.000000000000000000e+02,1.000000000000000056e-01,2.909313923938736215e-08,2.909336659195168376e-08,9.999843708925696406e-01,1.861471575937171611e-05,2.819682592012230202e+02,2.427573783443921216e-06
5.200000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e-01,2.909313923938736215e-08,2.909336659195168376e-08,9.999843708925696406e-01,1.861471575937171611e-05,1.409841296006115044e+03,2.427573783443921216e-06
5.200000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+00,2.909317252393518397e-08,2.909336659195168376e-08,9.999866589953678719e-01,2.180733260008329815e-05,2.819682592012230089e+03,2.427573783443921216e-06
5.200000000000000000e+02,1.000000000000000000e+02,2.000000000000000000e+00,2.909329642662287720e-08,2.909336659195168376e-08,9.999951765469304865e-01,6.031632527006975238e-05,5.639365184024460177e+03,2.427573783443921216e-06
5.400000000000000000e+02,1.000000000000000000e+00,1.000000000000000056e-01,4.055807380920363532e-09,4.056241225891145272e-09,9.997860966618308254e-01,1.896093541895696889e-05,2.773026033487246877e+02,3.140061309371048833e-05
5.400000000000000000e+02,1.000000000000000000e+00,5.000000000000000000e-01,4.055807380920363532e-09,4.056241225891145272e-09,9.997860966618308254e-01,1.896093541895696889e-05,1.386513016743623666e+03,3.140061309371048833e-05
5.400000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,4.055864982371829097e-09,4.056241225891145272e-09,9.998144952191884149e-01,2.186393776279117068e-05,2.773026033487247332e+03,3.140061309371048833e-05
5.400000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,4.056103128886457905e-09,4.056241225891145272e-09,9.999319100387764614e-01,5.956976705517628507e-05,5.546052066974494664e+03,3.140061309371048833e-05
5.400000000000000000e+02,3.000000000000000000e+00,1.000000000000000056e-01,7.025182036221009159e-09,7.025615890998930269e-09,9.998764972669510476e-01,1.896093541895696889e-05,2.773026033487246877e+02,1.812915242237304135e-05
5.400000000000000000e+02,3.000000000000000000e+00,5.000000000000000000e-01,7.025182036221009159e-09,7.025615890998930269e-09,9.998764972669510476e-01,1.896093541895696889e-05,1.386513016743623666e+03,1.812915242237304135e-05
5.400000000000000000e+02,3.000000000000000000e+00,1.000000000000000000e+00,7.025239640103881145e-09,7.025615890998930269e-09,9.998928945658321910e-01,2.186393776279117068e-05,2.773026033487247332e+03,1.812915242237304135e-05
5.400000000000000000e+02,3.000000000000000000e+00,2.000000000000000000e+00,7.025477793000647612e-09,7.025615890998930269e-09,9.999606876768744046e-01,5.956976705517628507e-05,5.546052066974494664e+03,1.812915242237304135e-05
5.400000000000000000e+02,1.000000000000000000e+01,1.000000000000000056e-01,1.282652715205257454e-08,1.282696101288957047e-08,9.999323528778054637e-01,1.896093541895696889e-05,2.773026033487246877e+02,9.929745730183136632e-06
5.400000000000000000e+02,1.000000000000000000e+01,5.000000000000000000e-01,1.282652715205257454e-08,1.282696101288957047e-08,9.999323528778054637e-01,1.896093541895696889e-05,1.386513016743623666e+03,9.929745730183136632e-06
5.400000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,1.282658475743762637e-08,1.282696101288957047e-08,9.999413345166976441e-01,2.186393776279117068e-05,2.773026033487247332e+03,9.929745730183136632e-06
5.400000000000000000e+02,1.000000000000000000e+01,2.000000000000000000e+00,1.282682291427741971e-08,1.282696101288957047e-08,9.999784675624090458e-01,5.956976705517628507e-05,5.546052066974494664e+03,9.929745730183136632e-06
5.400000000000000000e+02,3.000000000000000000e+01,1.000000000000000056e-01,2.221651431709160158e-08,2.221694818102988292e-08,9.999609433574415673e-01,1.896093541895696889e-05,2.773026033487246877e+02,5.732941370305771829e-06
5.400000000000000000e+02,3.000000000000000000e+01,5.000000000000000000e-01,2.221651431709160158e-08,2.221694818102988292e-08,9.999609433574415673e-01,1.896093541895696889e-05,1.386513016743623666e+03,5.732941370305771829e-06
5.400000000000000000e+02,3.000000000000000000e+01,1.000000000000000000e+00,2.221657192324553268e-08,2.221694818102988292e-08,9.999661290474995967e-01,2.186393776279117068e-05,2.773026033487247332e+03,5.732941370305771829e-06
5.400000000000000000e+02,3.000000000000000000e+01,2.000000000000000000e+00,2.221681008210353092e-08,2.221694818102988292e-08,9.999875681847909537e-01,5.956976705517628507e-05,5.546052066974494664e+03,5.732941370305771829e-06
5.400000000000000000e+02,1.000000000000000000e+02,1.000000000000000056e-01,4.056197839305712495e-08,4.056241225891145107e-08,9.999786076069050456e-01,1.896093541895696889e-05,2.773026033487246877e+02,3.140061309371049087e-06
5.400000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e-01,4.056197839305712495e-08,4.056241225891145107e-08,9.999786076069050456e-01,1.896093541895696889e-05,1.386513016743623666e+03,3.140061309371049087e-06
5.400000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+00,4.056203599968607610e-08,4.056241225891145107e-08,9.999814479731692352e-01,2.186393776279117068e-05,2.773026033487247332e+03,3.140061309371049087e-06
5.400000000000000000e+02,1.000000000000000000e+02,2.000000000000000000e+00,4.056227415979098293e-08,4.056241225891145107e-08,9.999931907952364085e-01,5.956976705517628507e-05,5.546052066974494664e+03,3.140061309371049087e-06
5.600000000000000000e+02,1.000000000000000000e+00,1.000000000000000056e-01,5.564954404131565385e-09,5.565756670337410976e-09,9.997117342949987107e-01,1.930494785742144451e-05,2.728247400968826355e+02,4.011787151783161861e-05
5.600000000000000000e+02,1.000000000000000000e+00,5.000000000000000000e-01,5.564954404131565385e-09,5.565756670337410976e-09,9.997117342949987107e-01,1.930494785742144451e-05,1.364123700484413121e+03,4.011787151783161861e-05
5.600000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,5.565050437854895084e-09,5.565756670337410976e-09,9.997462383938684471e-01,2.193023019790419059e-05,2.728247400968826241e+03,4.011787151783161861e-05
5.600000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,5.565493532258640018e-09,5.565756670337410976e-09,9.999054461508002367e-01,5.886057076850840700e-05,5.456494801937652483e+03,4.011787151783161861e-05
5.600000000000000000e+02,3.000000000000000000e+00,1.000000000000000056e-01,9.639371044942537810e-09,9.640173335589778002e-09,9.998335595772971374e-01,1.930494785742144451e-05,2.728247400968826355e+02,2.316206392013490790e-05
5.600000000000000000e+02,3.000000000000000000e+00,5.000000000000000000e-01,9.639371044942537810e-09,9.640173335589778002e-09,9.998335595772971374e-01,1.930494785742144451e-05,1.364123700484413121e+03,2.316206392013490790e-05
5.600000000000000000e+02,3.000000000000000000e+00,1.000000000000000000e+00,9.639467084167398613e-09,9.640173335589778002e-09,9.998534828104528316e-01,2.193023019790419059e-05,2.728247400968826241e+03,2.316206392013490790e-05
5.600000000000000000e+02,3.000000000000000000e+00,2.000000000000000000e+00,9.639910194881861443e-09,9.640173335589778002e-09,9.999454082188407034e-01,5.886057076850840700e-05,5.456494801937652483e+03,2.316206392013490790e-05
5.600000000000000000e+02,1.000000000000000000e+01,1.000000000000000056e-01,1.759966567479345398e-08,1.760046798054113765e-08,9.999088333943980667e-01,1.930494785742144451e-05,2.728247400968826355e+02,1.268638488743442384e-05
5.600000000000000000e+02,1.000000000000000000e+01,5.000000000000000000e-01,1.759966567479345398e-08,1.760046798054113765e-08,9.999088333943980667e-01,1.930494785742144451e-05,1.364123700484413121e+03,1.268638488743442384e-05
5.600000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,1.759976171741728429e-08,1.760046798054113765e-08,9.999197465710182309e-01,2.193023019790419059e-05,2.728247400968826241e+03,1.268638488743442384e-05
5.600000000000000000e+02,1.000000000000000000e+01,2.000000000000000000e+00,1.760020483820887990e-08,1.760046798054113765e-08,9.999700984808533866e-01,5.886057076850840700e-05,5.456494801937652483e+03,1.268638488743442384e-05
5.600000000000000000e+02,3.000000000000000000e+01,1.000000000000000056e-01,3.048410246580971174e-08,3.048490477928644531e-08,9.999473639216035492e-01,1.930494785742144451e-05,2.728247400968826355e+02,7.324487729803465580e-06
5.600000000000000000e+02,3.000000000000000000e+01,5.000000000000000000e-01,3.048410246580971174e-08,3.048490477928644531e-08,9.999473639216035492e-01,1.930494785742144451e-05,1.364123700484413121e+03,7.324487729803465580e-06
5.600000000000000000e+02,3.000000000000000000e+01,1.000000000000000000e+00,3.048419851017327824e-08,3.048490477928644531e-08,9.999536648753263313e-01,2.193023019790419059e-05,2.728247400968826241e+03,7.324487729803465580e-06
5.600000000000000000e+02,3.000000000000000000e+01,2.000000000000000000e+00,3.048464163612278172e-08,3.048490477928644531e-08,9.999827362407817111e-01,5.886057076850840700e-05,5.456494801937652483e+03,7.324487729803465580e-06
5.600000000000000000e+02,1.000000000000000000e+02,1.000000000000000056e-01,5.565676438512219486e-08,5.565756670337410976e-08,9.999711696893477386e-01,1.930494785742144451e-05,2.728247400968826355e+02,4.011787151783162369e-06
5.600000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e-01,5.565676438512219486e-08,5.565756670337410976e-08,9.999711696893477386e-01,1.930494785742144451e-05,1.364123700484413121e+03,4.011787151783162369e-06
5.600000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+00,5.565686043056061309e-08,5.565756670337410976e-08,9.999746209410806941e-01,2.193023019790419059e-05,2.728247400968826241e+03,4.011787151783162369e-06
5.600000000000000000e+02,1.000000000000000000e+02,2.000000000000000000e+00,5.565730355969676701e-08,5.565756670337410976e-08,9.999905442127325905e-01,5.886057076850840700e-05,5.456494801937652483e+03,4.011787151783162369e-06
5.800000000000000000e+02,1.000000000000000000e+00,1.000000000000000056e-01,7.523145490446572467e-09,7.524586282863889884e-09,9.996170807475213138e-01,1.964681964081479209e-05,2.685228688881138055e+02,5.066978695925490145e-05
5.800000000000000000e+02,1.000000000000000000e+00,5.000000000000000000e-01,7.523145490446572467e-09,7.524586282863889884e-09,9.996170807475213138e-01,1.964681964081479209e-05,1.342614344440568630e+03,5.066978695925490145e-05
5.800000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,7.523299915217673403e-09,7.524586282863889884e-09,9.996581186945826536e-01,2.200559023264406436e-05,2.685228688881137259e+03,5.066978695925490145e-05
5.800000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,7.524099764918489818e-09,7.524586282863889884e-09,9.998706899758497135e-01,5.818651581223769134e-05,5.370457377762274518e+03,5.066978695925490145e-05
5.800000000000000000e+02,3.000000000000000000e+00,1.000000000000000056e-01,1.303152489712731382e-08,1.303296574785609655e-08,9.997789035725991313e-01,1.964681964081479209e-05,2.685228688881138055e+02,2.925421514070680883e-05
5.800000000000000000e+02,3.000000000000000000e+00,5.000000000000000000e-01,1.303152489712731382e-08,1.303296574785609655e-08,9.997789035725991313e-01,1.964681964081479209e-05,1.342614344440568630e+03,2.925421514070680883e-05
5.800000000000000000e+02,3.000000000000000000e+00,1.000000000000000000e+00,1.303167933372920517e-08,1.303296574785609655e-08,9.998026004726384697e-01,2.200559023264406436e-05,2.685228688881137259e+03,2.925421514070680883e-05
5.800000000000000000e+02,3.000000000000000000e+00,2.000000000000000000e+00,1.303247922326265418e-08,1.303296574785609655e-08,9.999253407824743034e-01,5.818651581223769134e-05,5.370457377762274518e+03,2.925421514070680883e-05
5.800000000000000000e+02,1.000000000000000000e+01,1.000000000000000056e-01,2.379339021755498483e-08,2.379483110430990522e-08,9.998788944437189130e-01,1.964681964081479209e-05,2.685228688881138055e+02,1.602319353467428461e-05
5.800000000000000000e+02,1.000000000000000000e+01,5.000000000000000000e-01,2.379339021755498483e-08,2.379483110430990522e-08,9.998788944437189130e-01,1.964681964081479209e-05,1.342614344440568630e+03,1.602319353467428461e-05
5.800000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,2.379354466146620472e-08,2.379483110430990522e-08,9.998918749989893495e-01,2.200559023264406436e-05,2.685228688881137259e+03,1.602319353467428461e-05
5.800000000000000000e+02,1.000000000000000000e+01,2.000000000000000000e+00,2.379434457560914879e-08,2.379483110430990522e-08,9.999591067720011717e-01,5.818651581223769134e-05,5.370457377762274518e+03,1.602319353467428461e-05
5.800000000000000000e+02,3.000000000000000000e+01,1.000000000000000056e-01,4.121241552499038740e-08,4.121385643018501323e-08,9.999300778849057325e-01,1.964681964081479209e-05,2.685228688881138055e+02,9.250995100521670268e-06
5.800000000000000000e+02,3.000000000000000000e+01,5.000000000000000000e-01,4.121241552499038740e-08,4.121385643018501323e-08,9.999300778849057325e-01,1.964681964081479209e-05,1.342614344440568630e+03,9.250995100521670268e-06
5.800000000000000000e+02,3.000000000000000000e+01,1.000000000000000000e+00,4.121256997264283602e-08,4.121385643018501323e-08,9.999375725750641042e-01,2.200559023264406436e-05,2.685228688881137259e+03,9.250995100521670268e-06
5.800000000000000000e+02,3.000000000000000000e+01,2.000000000000000000e+00,4.121336989938196073e-08,4.121385643018501323e-08,9.999763900797724592e-01,5.818651581223769134e-05,5.370457377762274518e+03,9.250995100521670268e-06
5.800000000000000000e+02,1.000000000000000000e+02,1.000000000000000056e-01,7.524442191205179237e-08,7.524586282863889884e-08,9.999617014746975396e-01,1.964681964081479209e-05,2.685228688881138055e+02,5.066978695925490484e-06
5.800000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e-01,7.524442191205179237e-08,7.524586282863889884e-08,9.999617014746975396e-01,1.964681964081479209e-05,1.342614344440568630e+03,5.066978695925490484e-06
5.800000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+00,7.524457636201566817e-08,7.524586282863889884e-08,9.999658066084268215e-01,2.200559023264406436e-05,2.685228688881137259e+03,5.066978695925490484e-06
5.800000000000000000e+02,1.000000000000000000e+02,2.000000000000000000e+00,7.524537629653700734e-08,7.524586282863889884e-08,9.999870682450658910e-01,5.818651581223769134e-05,5.370457377762274518e+03,5.066978695925490484e-06
6.000000000000000000e+02,1.000000000000000000e+00,1.000000000000000056e-01,1.003073311510008439e-08,1.003325113780635794e-08,9.994981274363782253e-01,1.998661381829030544e-05,2.643861849944288451e+02,6.331615165337619211e-05
6.000000000000000000e+02,1.000000000000000000e+00,5.000000000000000000e-01,1.003073311510008439e-08,1.003325113780635794e-08,9.994981274363782253e-01,1.998661381829030544e-05,1.321930924972144112e+03,6.331615165337619211e-05
6.000000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.003097279448856694e-08,1.003325113780635794e-08,9.995458930302379974e-01,2.208944909994590977e-05,2.643861849944288224e+03,6.331615165337619211e-05
6.000000000000000000e+02,1.000000000000000000e+00,2.000000000000000000e+00,1.003237651133499094e-08,1.003325113780635794e-08,9.998256620236969372e-01,5.754556020476667507e-05,5.287723699888576448e+03,6.331615165337619211e-05
6.000000000000000000e+02,3.000000000000000000e+00,1.000000000000000056e-01,1.737558257949389037e-08,1.737810073577885947e-08,9.997102129999363429e-01,1.998661381829030544e-05,2.643861849944288451e+02,3.655559720112791701e-05
6.000000000000000000e+02,3.000000000000000000e+00,5.000000000000000000e-01,1.737558257949389037e-08,1.737810073577885947e-08,9.997102129999363429e-01,1.998661381829030544e-05,1.321930924972144112e+03,3.655559720112791701e-05
6.000000000000000000e+02,3.000000000000000000e+00,1.000000000000000000e+00,1.737582228310424785e-08,1.737810073577885947e-08,9.997377960520960061e-01,2.208944909994590977e-05,2.643861849944288224e+03,3.655559720112791701e-05
6.000000000000000000e+02,3.000000000000000000e+00,2.000000000000000000e+00,1.737722609319391322e-08,1.737810073577885947e-08,9.998993422137671949e-01,5.754556020476667507e-05,5.287723699888576448e+03,3.655559720112791701e-05
6.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000056e-01,3.172540769313112573e-08,3.172792593194402035e-08,9.998412667199078063e-01,1.998661381829030544e-05,2.643861849944288451e+02,2.002232519013047169e-05
6.000000000000000000e+02,1.000000000000000000e+01,5.000000000000000000e-01,3.172540769313112573e-08,3.172792593194402035e-08,9.998412667199078063e-01,1.998661381829030544e-05,1.321930924972144112e+03,2.002232519013047169e-05
6.000000000000000000e+02,1.000000000000000000e+01,1.000000000000000000e+00,3.172564741170629884e-08,3.172792593194402035e-08,9.998563764661207998e-01,2.208944909994590977e-05,2.643861849944288224e+03,2.002232519013047169e-05
6.000000000000000000e+02,1.000000000000000000e+01,2.000000000000000000e+00,3.172705127940374037e-08,3.172792593194402035e-08,9.999448662048531222e-01,5.754556020476667507e-05,5.287723699888576448e+03,2.002232519013047169e-05
6.000000000000000000e+02,3.000000000000000000e+01,1.000000000000000056e-01,5.495186145185497337e-08,5.495437973290916284e-08,9.999083522235573396e-01,1.998661381829030544e-05,2.643861849944288451e+02,1.155989483832405381e-05
6.000000000000000000e+02,3.000000000000000000e+01,5.000000000000000000e-01,5.495186145185497337e-08,5.495437973290916284e-08,9.999083522235573396e-01,1.998661381829030544e-05,1.321930924972144112e+03,1.155989483832405381e-05
6.000000000000000000e+02,3.000000000000000000e+01,1.000000000000000000e+00,5.495210117808977277e-08,5.495437973290916284e-08,9.999170763970773868e-01,2.208944909994590977e-05,2.643861849944288224e+03,1.155989483832405381e-05
6.000000000000000000e+02,3.000000000000000000e+01,2.000000000000000000e+00,5.495350507527333117e-08,5.495437973290916284e-08,9.999681681176448844e-01,5.754556020476667507e-05,5.287723699888576448e+03,1.155989483832405381e-05
6.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000056e-01,1.003299930709117721e-07,1.003325113780635761e-07,9.999498014050888228e-01,1.998661381829030544e-05,2.643861849944288451e+02,6.331615165337620058e-06
6.000000000000000000e+02,1.000000000000000000e+02,5.000000000000000000e-01,1.003299930709117721e-07,1.003325113780635761e-07,9.999498014050888228e-01,1.998661381829030544e-05,1.321930924972144112e+03,6.331615165337620058e-06
6.000000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+00,1.003302328018788850e-07,1.003325113780635761e-07,9.999545800203766266e-01,2.208944909994590977e-05,2.643861849944288224e+03,6.331615165337620058e-06
6.000000000000000000e+02,1.000000000000000000e+02,2.000000000000000000e+00,1.003316367172795744e-07,1.003325113780635761e-07,9.999825648344785600e-01,5.754556020476667507e-05,5.287723699888576448e+03,6.331615165337620058e-06
